,name,location,mobile_no,email,find_us,qualification,branch,career_issue,looking_for,technology,mode,time_slot,date,attended_by,no_persons,fee_details,year_of_pass_out,status,remarks
659,hidden,kondotty,hidden,hidden,reference,ug,electronics,no career issue,it internship,data science,offline,weekend,15-06-2023,baiju,6,12500,2023,not joined,not impressed
660,hidden,kozhikode,hidden,hidden,none,others,other,no career issue,others,data science,online,evening,22-04-2023,baiju,2,12500,2021,not joined,not okay
661,hidden,pantheerankavu,hidden,hidden,others,ug,other,no career issue,others,python,offline,morning,12-06-2023,anupama,2,60000,2018,not joined,not impressed
662,hidden,nadakkavu,hidden,hidden,reference,ug,computer science,no career issue,job oriented course,python,offline,morning,13-04-2023,sandra,2,60000,2019,not joined,high fee
663,hidden,kannur,hidden,hidden,social media,ug,civil,no career issue,job oriented course,java,online,evening,08-12-2023,deepak,2,35000,2018,not joined,not impressed
664,hidden,kozhikode,hidden,hidden,google,ug,other,no career issue,it internship,python,offline,morning,14-06-2023,baiju,4,12500,2020,not joined,high fee
665,hidden,nilambur,hidden,hidden,social media,ug,civil,backpapers,it internship,data science,offline,morning,22-12-2023,baiju,6,60000,2021,not joined,not interested
666,hidden,kozhikode,hidden,hidden,social media,ug,other,career gap,others,data science,offline,morning,18-12-2023,lekha,1,12500,2022,not joined,not interested
667,hidden,pantheerankavu,hidden,hidden,social media,ug,mechanical,no career issue,short term course,mern,offline,evening,02-06-2023,lekha,3,60000,2019,not joined,call not picking
668,hidden,kondotty,hidden,hidden,google,pg,mechanical,non it background,others,mern,offline,evening,24-11-2023,deepak,3,60000,2019,not joined,suspected
669,hidden,kozhikode,hidden,hidden,google,pg,other,backpapers,work experience,data science,offline,morning,23-05-2023,monish,1,12500,2020,not joined,high fee
670,hidden,kozhikode,hidden,hidden,others,ug,mechanical,no career issue,others,python,offline,morning,06-06-2023,baiju,2,60000,2023,not joined,call not picking
671,hidden,tirur,hidden,hidden,others,plus 2,other,no career issue,work experience,data science,offline,afternoon,04-05-2023,baiju,5,60000,2020,not joined,not okay
672,hidden,kozhikode,hidden,hidden,reference,ug,electronics,career gap,it internship,mern,offline,afternoon,02-01-2023,deepak,5,35000,2022,not joined,call not picking
673,hidden,tanur,hidden,hidden,social media,ug,mechanical,career gap,work experience,data science,offline,morning,06-11-2023,sandra,6,60000,2021,not joined,suspected
674,hidden,kozhikode,hidden,hidden,social media,ug,other,career gap,it internship,mern,online,morning,24-05-2023,rifna,2,60000,2023,not joined,not interested
675,hidden,trivandrum,hidden,hidden,none,ug,other,no career issue,work experience,python,offline,morning,15-06-2023,baiju,6,60000,2018,not joined,not interested
676,hidden,kunnamangalam,hidden,hidden,social media,diploma,electronics,non it background,it internship,data science,offline,morning,14-06-2023,sivaprasad,6,60000,2019,not joined,not okay
677,hidden,farook,hidden,hidden,google,ug,computer science,no career issue,short term course,python,offline,afternoon,17-04-2023,baiju,1,35000,2020,not joined,high fee
678,hidden,nadakkavu,hidden,hidden,reference,plus 2,commerce,no career issue,short term course,python,offline,weekend,14-06-2023,monish,1,60000,2019,not joined,high fee
679,hidden,westhill,hidden,hidden,social media,ug,computer science,no career issue,short term course,data science,hybrid,afternoon,07-07-2023,baiju,1,60000,2022,joined,joined
680,hidden,chevayur,hidden,hidden,social media,ug,mechanical,career gap,it internship,java,offline,morning,12-12-2023,sivaprasad,2,60000,2021,not joined,not impressed
681,hidden,vadakara,hidden,hidden,others,ug,mechanical,no career issue,work experience,python,online,morning,03-05-2023,baiju,4,60000,2020,not joined,call not picking
682,hidden,koyilandy,hidden,hidden,google,pg,commerce,career gap,job oriented course,data science,offline,morning,15-04-2023,baiju,2,60000,2020,not joined,not okay
683,hidden,westhill,hidden,hidden,social media,ug,mechanical,backpapers,others,ai,online,evening,09-03-2023,baiju,1,60000,2020,not joined,not interested
684,hidden,westhill,hidden,hidden,reference,ug,civil,career gap,it internship,mern,offline,afternoon,20-06-2023,faisal,3,60000,2022,not joined,not interested
685,hidden,nadakkavu,hidden,hidden,social media,pg,other,career gap,job oriented course,data science,online,morning,23-02-2023,baiju,2,35000,2020,not joined,not okay
686,hidden,kozhikode,hidden,hidden,social media,ug,computer science,no career issue,short term course,python,offline,morning,13-10-2023,sandra,2,12500,2019,not joined,not impressed
687,hidden,kovoor,hidden,hidden,social media,ug,mechanical,backpapers,it internship,python,offline,afternoon,02-11-2023,faisal,1,60000,2021,joined,joined
688,hidden,nilambur,hidden,hidden,others,ug,civil,no career issue,job oriented course,mern,hybrid,afternoon,13-06-2023,sandra,2,60000,2021,not joined,joined other institude
689,hidden,chevayur,hidden,hidden,social media,ug,computer science,non it background,it internship,python,offline,morning,21-01-2023,baiju,2,12500,2020,not joined,not okay
690,hidden,chevayur,hidden,hidden,others,others,computer science,no career issue,work experience,java,offline,morning,12-05-2023,baiju,2,60000,2019,joined,joined
691,hidden,nadakkavu,hidden,hidden,none,ug,civil,no career issue,others,data science,offline,morning,13-01-2023,baiju,2,60000,2022,joined,joined
692,hidden,kunnamangalam,hidden,hidden,reference,sslc,mechanical,no career issue,it internship,mern,hybrid,evening,14-04-2023,anupama,1,60000,2021,not joined,not okay
693,hidden,chevayur,hidden,hidden,others,ug,other,no career issue,it internship,data science,hybrid,morning,12-12-2023,sivaprasad,5,60000,2019,not joined,not interested
694,hidden,trivandrum,hidden,hidden,social media,ug,other,career gap,short term course,data science,offline,morning,14-04-2023,sandra,1,60000,2023,joined,joined
695,hidden,chevayur,hidden,hidden,others,ug,computer science,career gap,short term course,others,offline,morning,14-10-2023,sivaprasad,3,60000,2018,not joined,suspected
696,hidden,chevayur,hidden,hidden,social media,pg,civil,no career issue,short term course,data science,offline,morning,09-04-2023,lekha,2,60000,2019,not joined,joined other institude
697,hidden,chaliyam,hidden,hidden,social media,ug,electronics,career gap,work experience,python,offline,morning,08-05-2023,baiju,2,60000,2018,not joined,not okay
698,hidden,nadakkavu,hidden,hidden,social media,pg,mechanical,no career issue,short term course,data science,offline,morning,01-12-2023,rifna,1,60000,2023,not joined,not impressed
699,hidden,chevayur,hidden,hidden,social media,ug,computer science,career gap,others,ai,offline,morning,18-11-2023,sivaprasad,2,35000,2019,not joined,high fee
700,hidden,nadakkavu,hidden,hidden,reference,ug,other,no career issue,it internship,python,online,morning,24-05-2023,faisal,1,35000,2023,not joined,not impressed
701,hidden,farook,hidden,hidden,google,ug,computer science,no career issue,work experience,mern,offline,morning,13-07-2023,lekha,2,60000,2019,joined,joined
702,hidden,kozhikode,hidden,hidden,reference,ug,computer science,no career issue,work experience,mern,offline,morning,25-11-2023,monish,3,35000,2023,not joined,call not picking
703,hidden,trivandrum,hidden,hidden,google,ug,commerce,no career issue,short term course,data science,online,morning,10-01-2023,sivaprasad,2,60000,2020,not joined,high fee
704,hidden,farook,hidden,hidden,social media,others,civil,no career issue,others,data science,offline,morning,25-01-2023,anupama,1,60000,2018,joined,joined
705,hidden,wayanad,hidden,hidden,google,plus 2,mechanical,backpapers,work experience,flutter,offline,morning,05-05-2023,sandra,2,12500,2022,not joined,high fee
706,hidden,palakkad,hidden,hidden,social media,ug,other,no career issue,it internship,python,offline,afternoon,06-09-2023,lekha,3,60000,2021,joined,joined
707,hidden,kunnamangalam,hidden,hidden,none,pg,other,no career issue,short term course,mern,offline,afternoon,26-05-2023,baiju,1,60000,2023,joined,joined
708,hidden,kozhikode,hidden,hidden,none,ug,other,career gap,it internship,data science,hybrid,morning,18-05-2023,faisal,2,60000,2023,not joined,suspected
709,hidden,nadakkavu,hidden,hidden,social media,pg,electronics,no career issue,short term course,python,offline,weekend,21-05-2023,baiju,2,60000,2021,not joined,call not picking
710,hidden,kozhikode,hidden,hidden,reference,diploma,commerce,career gap,it internship,flutter,online,afternoon,15-04-2023,rifna,1,60000,2022,not joined,joined other institude
711,hidden,chevayur,hidden,hidden,social media,ug,other,no career issue,others,flutter,offline,weekend,13-08-2023,rifna,3,60000,2018,joined,joined
712,hidden,westhill,hidden,hidden,social media,ug,electronics,no career issue,job oriented course,mern,online,morning,18-11-2023,sivaprasad,2,60000,2022,not joined,not impressed
713,hidden,kottayam,hidden,hidden,reference,plus 2,commerce,career gap,others,mern,offline,afternoon,25-11-2023,baiju,2,60000,2018,not joined,joined other institude
714,hidden,trivandrum,hidden,hidden,others,ug,civil,career gap,short term course,mern,offline,morning,07-05-2023,anupama,2,12500,2022,not joined,high fee
715,hidden,medical college,hidden,hidden,social media,ug,other,no career issue,it internship,python,offline,morning,09-07-2023,baiju,3,60000,2021,not joined,not interested
716,hidden,kozhikode,hidden,hidden,social media,ug,computer science,no career issue,job oriented course,mern,offline,evening,25-04-2023,baiju,2,60000,2019,joined,joined
717,hidden,vadakara,hidden,hidden,others,sslc,electronics,non it background,it internship,python,offline,morning,16-04-2023,baiju,1,60000,2023,joined,joined
718,hidden,kannur,hidden,hidden,social media,pg,commerce,non it background,job oriented course,java,offline,morning,02-07-2023,baiju,1,12500,2019,not joined,high fee
719,hidden,vadakara,hidden,hidden,reference,ug,electronics,non it background,it internship,python,online,morning,20-02-2023,lekha,3,60000,2018,not joined,call not picking
720,hidden,kozhikode,hidden,hidden,social media,ug,commerce,non it background,job oriented course,java,offline,afternoon,11-10-2023,baiju,3,60000,2018,joined,joined
721,hidden,manjeri,hidden,hidden,google,pg,computer science,non it background,job oriented course,python,online,morning,10-04-2023,monish,1,60000,2022,not joined,call not picking
722,hidden,kozhikode,hidden,hidden,social media,ug,computer science,no career issue,others,mern,offline,morning,01-07-2023,baiju,1,60000,2022,not joined,not interested
723,hidden,nadakkavu,hidden,hidden,social media,pg,mechanical,no career issue,short term course,flutter,hybrid,afternoon,03-12-2023,baiju,1,60000,2020,joined,joined
724,hidden,kunnamangalam,hidden,hidden,social media,others,computer science,career gap,others,java,offline,weekend,26-04-2023,deepak,1,35000,2021,not joined,high fee
725,hidden,tirur,hidden,hidden,social media,pg,other,backpapers,work experience,python,online,evening,11-10-2023,monish,1,60000,2021,not joined,joined other institude
726,hidden,kozhikode,hidden,hidden,social media,pg,civil,no career issue,others,python,offline,afternoon,25-08-2023,lekha,1,60000,2023,not joined,not impressed
727,hidden,malappuram,hidden,hidden,others,ug,other,no career issue,job oriented course,data science,offline,evening,08-01-2023,sivaprasad,4,12500,2022,not joined,not impressed
728,hidden,trivandrum,hidden,hidden,google,pg,computer science,no career issue,it internship,mern,hybrid,morning,04-09-2023,baiju,2,60000,2019,not joined,joined other institude
729,hidden,nadakkavu,hidden,hidden,social media,ug,commerce,non it background,work experience,python,hybrid,morning,07-12-2023,baiju,1,60000,2020,not joined,not interested
730,hidden,trivandrum,hidden,hidden,social media,pg,other,career gap,work experience,mern,online,morning,01-07-2023,baiju,1,12500,2018,not joined,suspected
731,hidden,thrissur,hidden,hidden,social media,ug,computer science,no career issue,others,java,offline,morning,23-07-2023,rifna,1,60000,2019,not joined,suspected
732,hidden,kozhikode,hidden,hidden,google,ug,mechanical,career gap,job oriented course,python,offline,morning,07-02-2023,baiju,5,60000,2018,joined,joined
733,hidden,chevayur,hidden,hidden,social media,others,civil,no career issue,others,data science,hybrid,morning,20-11-2023,baiju,1,35000,2019,not joined,suspected
734,hidden,chevayur,hidden,hidden,social media,sslc,electronics,no career issue,it internship,python,offline,weekend,18-08-2023,faisal,1,60000,2019,not joined,not interested
735,hidden,kondotty,hidden,hidden,social media,ug,mechanical,backpapers,short term course,python,offline,weekend,05-05-2023,baiju,2,60000,2019,not joined,high fee
736,hidden,pantheerankavu,hidden,hidden,reference,ug,electronics,no career issue,short term course,python,offline,morning,14-05-2023,lekha,1,60000,2021,not joined,call not picking
737,hidden,tirur,hidden,hidden,google,ug,commerce,career gap,short term course,mern,offline,morning,15-05-2023,anupama,1,60000,2023,not joined,suspected
738,hidden,palazhi,hidden,hidden,none,ug,mechanical,backpapers,short term course,python,hybrid,morning,26-02-2023,faisal,1,60000,2018,not joined,not interested
739,hidden,kozhikode,hidden,hidden,social media,pg,commerce,no career issue,it internship,python,offline,evening,04-01-2023,lekha,5,60000,2021,not joined,not interested
740,hidden,kovoor,hidden,hidden,social media,pg,mechanical,no career issue,it internship,python,offline,morning,10-12-2023,baiju,1,60000,2022,joined,joined
741,hidden,ernakulam,hidden,hidden,social media,ug,civil,no career issue,it internship,java,offline,weekend,16-11-2023,lekha,1,12500,2018,not joined,not impressed
742,hidden,beypore,hidden,hidden,social media,sslc,mechanical,no career issue,short term course,python,offline,evening,27-06-2023,baiju,1,12500,2023,not joined,call not picking
743,hidden,tanur,hidden,hidden,google,ug,computer science,no career issue,it internship,data science,offline,morning,21-06-2023,anupama,5,60000,2022,not joined,high fee
744,hidden,koyilandy,hidden,hidden,reference,ug,other,no career issue,others,java,offline,morning,16-12-2023,rifna,2,60000,2019,joined,joined
745,hidden,pantheerankavu,hidden,hidden,others,pg,civil,no career issue,short term course,web designing,offline,afternoon,12-12-2023,baiju,4,60000,2018,not joined,call not picking
746,hidden,ramanattukara,hidden,hidden,social media,ug,other,backpapers,short term course,mern,offline,afternoon,01-06-2023,baiju,3,12500,2021,not joined,call not picking
747,hidden,palazhi,hidden,hidden,social media,ug,other,non it background,it internship,python,online,morning,23-02-2023,baiju,3,60000,2022,joined,joined
748,hidden,ponnani,hidden,hidden,social media,ug,other,non it background,job oriented course,mern,offline,morning,13-04-2023,baiju,2,12500,2018,not joined,not okay
749,hidden,manjeri,hidden,hidden,social media,ug,civil,no career issue,work experience,python,online,afternoon,10-08-2023,baiju,1,35000,2023,not joined,joined other institude
750,hidden,palakkad,hidden,hidden,social media,ug,computer science,no career issue,short term course,data science,online,morning,26-07-2023,sivaprasad,2,60000,2018,not joined,high fee
751,hidden,ramanattukara,hidden,hidden,social media,ug,other,no career issue,short term course,python,offline,evening,06-01-2023,baiju,1,12500,2019,not joined,high fee
752,hidden,kozhikode,hidden,hidden,social media,pg,other,no career issue,work experience,python,online,morning,18-02-2023,baiju,2,60000,2022,not joined,suspected
753,hidden,farook,hidden,hidden,reference,ug,other,backpapers,short term course,mern,online,morning,11-06-2023,baiju,5,60000,2020,joined,joined
754,hidden,ponnani,hidden,hidden,none,ug,other,career gap,it internship,mern,hybrid,morning,17-11-2023,baiju,1,60000,2023,not joined,not okay
755,hidden,westhill,hidden,hidden,social media,ug,civil,no career issue,short term course,data science,offline,weekend,13-04-2023,baiju,1,35000,2023,not joined,joined other institude
756,hidden,vadakara,hidden,hidden,google,ug,mechanical,backpapers,job oriented course,python,online,morning,20-04-2023,faisal,2,35000,2019,not joined,not okay
757,hidden,kozhikode,hidden,hidden,reference,ug,electronics,no career issue,short term course,mern,offline,morning,09-05-2023,baiju,5,12500,2023,not joined,not impressed
758,hidden,malappuram,hidden,hidden,none,pg,mechanical,non it background,short term course,mern,offline,weekend,05-09-2023,rifna,2,35000,2022,not joined,call not picking
759,hidden,kozhikode,hidden,hidden,reference,ug,other,non it background,others,ai,offline,afternoon,23-05-2023,sivaprasad,1,60000,2020,not joined,suspected
760,hidden,chevayur,hidden,hidden,others,ug,computer science,no career issue,short term course,python,offline,weekend,12-11-2023,baiju,1,35000,2020,not joined,suspected
761,hidden,ramanattukara,hidden,hidden,none,ug,mechanical,non it background,job oriented course,python,offline,evening,15-03-2023,deepak,1,60000,2018,not joined,not impressed
762,hidden,nadakkavu,hidden,hidden,reference,ug,electronics,no career issue,work experience,mern,offline,morning,16-04-2023,baiju,3,60000,2019,joined,joined
763,hidden,kondotty,hidden,hidden,social media,pg,mechanical,no career issue,short term course,mern,offline,morning,01-09-2023,rifna,1,60000,2019,joined,joined
764,hidden,vadakara,hidden,hidden,none,ug,computer science,no career issue,short term course,java,online,morning,13-05-2023,faisal,3,35000,2019,not joined,not interested
765,hidden,kunnamangalam,hidden,hidden,social media,pg,commerce,career gap,short term course,mern,online,morning,01-10-2023,deepak,2,60000,2019,joined,joined
766,hidden,palazhi,hidden,hidden,social media,ug,electronics,career gap,others,mern,hybrid,afternoon,04-07-2023,sivaprasad,5,60000,2021,joined,joined
767,hidden,beypore,hidden,hidden,social media,ug,other,career gap,work experience,flutter,offline,morning,22-02-2023,lekha,1,60000,2018,not joined,not impressed
768,hidden,westhill,hidden,hidden,social media,ug,computer science,no career issue,short term course,mern,offline,morning,20-08-2023,deepak,2,35000,2019,not joined,high fee
769,hidden,kozhikode,hidden,hidden,others,ug,mechanical,no career issue,others,testing,online,afternoon,03-01-2023,baiju,1,35000,2022,not joined,suspected
770,hidden,chevayur,hidden,hidden,social media,others,civil,non it background,others,python,offline,evening,02-12-2023,anupama,2,12500,2018,not joined,joined other institude
771,hidden,ernakulam,hidden,hidden,social media,ug,other,no career issue,job oriented course,flutter,offline,morning,01-12-2023,baiju,1,60000,2023,not joined,not okay
772,hidden,chevayur,hidden,hidden,social media,pg,computer science,no career issue,others,mern,hybrid,evening,03-09-2023,baiju,1,35000,2018,not joined,call not picking
773,hidden,ramanattukara,hidden,hidden,social media,ug,mechanical,backpapers,job oriented course,mern,online,morning,08-02-2023,sivaprasad,1,12500,2021,not joined,call not picking
774,hidden,nilambur,hidden,hidden,google,pg,computer science,non it background,it internship,data science,hybrid,evening,05-07-2023,baiju,3,60000,2020,not joined,not impressed
775,hidden,kozhikode,hidden,hidden,social media,ug,civil,non it background,it internship,python,offline,evening,04-06-2023,baiju,2,60000,2021,not joined,high fee
776,hidden,vadakara,hidden,hidden,reference,diploma,electronics,no career issue,others,java,online,morning,26-02-2023,faisal,1,35000,2021,not joined,not interested
777,hidden,nadakkavu,hidden,hidden,social media,ug,computer science,backpapers,job oriented course,data science,hybrid,afternoon,15-03-2023,deepak,1,12500,2020,not joined,high fee
778,hidden,chevayur,hidden,hidden,social media,pg,other,no career issue,job oriented course,data science,offline,evening,25-11-2023,baiju,3,60000,2023,not joined,not impressed
779,hidden,chevayur,hidden,hidden,social media,pg,mechanical,no career issue,work experience,data science,offline,weekend,01-04-2023,monish,3,60000,2018,not joined,high fee
780,hidden,nadakkavu,hidden,hidden,social media,ug,electronics,career gap,job oriented course,java,offline,afternoon,14-12-2023,baiju,1,60000,2019,not joined,not impressed
781,hidden,trivandrum,hidden,hidden,social media,ug,electronics,career gap,it internship,python,offline,morning,21-12-2023,monish,5,12500,2023,not joined,call not picking
782,hidden,tanur,hidden,hidden,social media,ug,commerce,career gap,job oriented course,mern,offline,weekend,25-09-2023,baiju,2,35000,2020,not joined,call not picking
783,hidden,chevayur,hidden,hidden,reference,ug,civil,non it background,job oriented course,flutter,offline,morning,09-09-2023,baiju,1,60000,2020,joined,joined
784,hidden,ernakulam,hidden,hidden,google,pg,other,career gap,short term course,data science,offline,morning,17-03-2023,baiju,1,60000,2021,joined,joined
785,hidden,nadakkavu,hidden,hidden,reference,ug,civil,no career issue,short term course,python,online,evening,25-05-2023,baiju,1,60000,2022,not joined,not impressed
786,hidden,kozhikode,hidden,hidden,reference,ug,civil,career gap,job oriented course,mern,online,afternoon,01-07-2023,rifna,2,35000,2020,not joined,not interested
787,hidden,ernakulam,hidden,hidden,social media,ug,mechanical,no career issue,it internship,mern,hybrid,evening,19-05-2023,baiju,1,60000,2019,not joined,high fee
788,hidden,chaliyam,hidden,hidden,social media,pg,commerce,no career issue,it internship,data science,offline,morning,09-12-2023,baiju,1,12500,2019,not joined,high fee
789,hidden,nadakkavu,hidden,hidden,social media,ug,mechanical,no career issue,others,data science,online,evening,15-01-2023,monish,4,60000,2018,joined,joined
790,hidden,kunnamangalam,hidden,hidden,others,pg,commerce,no career issue,work experience,mern,online,morning,12-08-2023,monish,6,60000,2021,not joined,high fee
791,hidden,pantheerankavu,hidden,hidden,google,ug,electronics,non it background,work experience,mern,online,morning,04-08-2023,anupama,3,35000,2018,not joined,not impressed
792,hidden,kottayam,hidden,hidden,google,ug,civil,non it background,job oriented course,python,offline,weekend,16-07-2023,baiju,3,60000,2019,not joined,high fee
793,hidden,pantheerankavu,hidden,hidden,reference,ug,computer science,no career issue,job oriented course,data science,hybrid,afternoon,07-09-2023,deepak,1,60000,2020,not joined,high fee
794,hidden,farook,hidden,hidden,none,ug,mechanical,no career issue,short term course,java,offline,afternoon,16-12-2023,lekha,2,60000,2018,not joined,suspected
795,hidden,kovoor,hidden,hidden,reference,ug,computer science,no career issue,short term course,java,hybrid,evening,02-01-2023,baiju,2,60000,2018,joined,joined
796,hidden,westhill,hidden,hidden,social media,pg,computer science,no career issue,short term course,mern,online,afternoon,04-08-2023,baiju,1,60000,2018,joined,joined
797,hidden,kozhikode,hidden,hidden,others,pg,mechanical,career gap,work experience,web designing,online,morning,13-05-2023,monish,3,60000,2023,not joined,not okay
798,hidden,koyilandy,hidden,hidden,reference,ug,other,backpapers,short term course,python,offline,afternoon,12-01-2023,baiju,2,60000,2022,not joined,call not picking
799,hidden,koyilandy,hidden,hidden,social media,ug,mechanical,career gap,it internship,java,online,morning,13-02-2023,baiju,3,60000,2019,joined,joined
800,hidden,tanur,hidden,hidden,social media,ug,civil,backpapers,short term course,mern,offline,morning,14-02-2023,baiju,1,12500,2022,not joined,suspected
801,hidden,palakkad,hidden,hidden,social media,ug,civil,career gap,job oriented course,python,offline,morning,02-08-2023,rifna,4,60000,2022,joined,joined
802,hidden,wayanad,hidden,hidden,social media,ug,mechanical,no career issue,it internship,data science,offline,weekend,16-11-2023,baiju,4,60000,2018,not joined,not interested
803,hidden,pantheerankavu,hidden,hidden,social media,ug,other,non it background,it internship,java,hybrid,morning,20-01-2023,baiju,5,60000,2022,joined,joined
804,hidden,koyilandy,hidden,hidden,social media,pg,computer science,career gap,short term course,python,offline,evening,06-01-2023,anupama,5,60000,2019,not joined,not interested
805,hidden,tanur,hidden,hidden,others,ug,computer science,no career issue,it internship,python,hybrid,morning,11-12-2023,baiju,1,60000,2022,not joined,not impressed
806,hidden,tirur,hidden,hidden,google,ug,commerce,no career issue,it internship,mern,online,afternoon,14-06-2023,faisal,2,35000,2020,not joined,high fee
807,hidden,medical college,hidden,hidden,social media,others,other,non it background,work experience,mern,offline,evening,02-04-2023,baiju,1,35000,2023,not joined,joined other institude
808,hidden,trivandrum,hidden,hidden,social media,ug,other,career gap,others,python,offline,morning,14-06-2023,baiju,2,60000,2023,not joined,not okay
809,hidden,kozhikode,hidden,hidden,none,ug,electronics,non it background,job oriented course,mern,online,morning,22-06-2023,anupama,2,35000,2019,not joined,suspected
810,hidden,kottayam,hidden,hidden,social media,plus 2,other,no career issue,others,mern,online,weekend,21-07-2023,baiju,1,60000,2019,not joined,not okay
811,hidden,ernakulam,hidden,hidden,reference,ug,electronics,no career issue,it internship,mern,offline,morning,18-03-2023,sandra,5,60000,2023,not joined,call not picking
812,hidden,thrissur,hidden,hidden,reference,plus 2,other,no career issue,others,data science,offline,morning,08-05-2023,faisal,1,60000,2022,not joined,high fee
813,hidden,westhill,hidden,hidden,others,pg,commerce,non it background,job oriented course,java,online,morning,10-04-2023,anupama,2,60000,2022,not joined,call not picking
814,hidden,ramanattukara,hidden,hidden,reference,pg,civil,backpapers,work experience,python,offline,afternoon,17-03-2023,sandra,3,60000,2019,not joined,call not picking
815,hidden,chevayur,hidden,hidden,google,pg,civil,no career issue,job oriented course,mern,hybrid,morning,14-04-2023,deepak,2,60000,2020,not joined,joined other institude
816,hidden,beypore,hidden,hidden,others,ug,civil,no career issue,it internship,java,hybrid,afternoon,08-06-2023,lekha,1,60000,2018,not joined,joined other institude
817,hidden,nadakkavu,hidden,hidden,social media,pg,civil,no career issue,job oriented course,web designing,offline,morning,13-01-2023,monish,6,60000,2022,not joined,call not picking
818,hidden,kannur,hidden,hidden,social media,diploma,commerce,no career issue,it internship,mern,offline,morning,20-05-2023,monish,2,35000,2018,not joined,high fee
819,hidden,chevayur,hidden,hidden,social media,ug,computer science,backpapers,it internship,data science,offline,morning,03-06-2023,baiju,2,60000,2021,joined,joined
820,hidden,ramanattukara,hidden,hidden,social media,pg,other,career gap,it internship,python,offline,morning,17-07-2023,baiju,1,60000,2018,not joined,suspected
821,hidden,kozhikode,hidden,hidden,reference,ug,other,career gap,short term course,others,online,morning,13-10-2023,baiju,2,60000,2018,not joined,call not picking
822,hidden,kozhikode,hidden,hidden,social media,ug,civil,no career issue,work experience,python,hybrid,evening,17-10-2023,rifna,5,60000,2020,joined,joined
823,hidden,kunnamangalam,hidden,hidden,social media,others,mechanical,non it background,work experience,flutter,offline,afternoon,20-09-2023,faisal,1,60000,2019,joined,joined
824,hidden,kozhikode,hidden,hidden,social media,pg,other,no career issue,work experience,mern,offline,weekend,19-06-2023,baiju,1,60000,2019,not joined,high fee
825,hidden,malappuram,hidden,hidden,social media,ug,mechanical,no career issue,job oriented course,mern,offline,morning,05-05-2023,anupama,1,60000,2023,not joined,suspected
826,hidden,kozhikode,hidden,hidden,social media,ug,other,no career issue,work experience,python,offline,afternoon,21-12-2023,sandra,1,60000,2018,joined,joined
827,hidden,medical college,hidden,hidden,social media,pg,commerce,non it background,it internship,python,hybrid,weekend,01-11-2023,baiju,2,60000,2021,not joined,joined other institude
828,hidden,kondotty,hidden,hidden,reference,ug,electronics,career gap,it internship,data science,offline,evening,09-10-2023,baiju,1,60000,2022,not joined,not impressed
829,hidden,westhill,hidden,hidden,social media,pg,electronics,non it background,it internship,data science,offline,evening,17-05-2023,baiju,1,60000,2018,not joined,not interested
830,hidden,palazhi,hidden,hidden,google,sslc,computer science,career gap,short term course,python,offline,afternoon,20-06-2023,sandra,1,35000,2022,not joined,call not picking
831,hidden,farook,hidden,hidden,social media,ug,mechanical,no career issue,work experience,python,offline,afternoon,18-05-2023,baiju,1,60000,2018,not joined,suspected
832,hidden,ramanattukara,hidden,hidden,social media,sslc,civil,backpapers,others,python,offline,morning,01-11-2023,anupama,2,60000,2023,joined,joined
833,hidden,kozhikode,hidden,hidden,social media,ug,electronics,no career issue,short term course,mern,offline,morning,18-12-2023,lekha,2,60000,2018,not joined,not okay
834,hidden,trivandrum,hidden,hidden,social media,ug,electronics,backpapers,short term course,java,offline,morning,01-01-2023,baiju,2,60000,2019,joined,joined
835,hidden,ramanattukara,hidden,hidden,none,others,other,no career issue,job oriented course,python,offline,afternoon,27-12-2023,rifna,2,60000,2022,not joined,not okay
836,hidden,kunnamangalam,hidden,hidden,social media,ug,mechanical,no career issue,job oriented course,python,offline,evening,04-08-2023,baiju,1,12500,2018,not joined,not impressed
837,hidden,kovoor,hidden,hidden,social media,diploma,electronics,no career issue,short term course,data science,hybrid,afternoon,20-10-2023,monish,1,35000,2022,not joined,not okay
838,hidden,malappuram,hidden,hidden,social media,ug,mechanical,no career issue,others,python,offline,evening,15-12-2023,baiju,2,60000,2021,not joined,call not picking
839,hidden,vadakara,hidden,hidden,social media,ug,electronics,no career issue,others,data science,offline,morning,19-11-2023,rifna,1,60000,2023,joined,joined
840,hidden,farook,hidden,hidden,others,ug,civil,no career issue,others,data science,online,morning,21-07-2024,baiju,3,60000,2023,joined,joined
841,hidden,kannur,hidden,hidden,social media,ug,civil,no career issue,job oriented course,mern,online,afternoon,20-07-2024,faisal,2,60000,2023,not joined,not okay
842,hidden,ramanattukara,hidden,hidden,reference,ug,other,no career issue,it internship,mern,offline,morning,14-12-2024,sivaprasad,1,35000,2023,not joined,suspected
843,hidden,thrissur,hidden,hidden,social media,plus 2,electronics,backpapers,work experience,python,offline,evening,19-02-2024,deepak,2,60000,2020,not joined,not okay
844,hidden,kondotty,hidden,hidden,social media,ug,electronics,career gap,work experience,mern,offline,morning,26-06-2024,lekha,2,60000,2019,not joined,not interested
845,hidden,westhill,hidden,hidden,social media,plus 2,electronics,backpapers,others,mern,hybrid,afternoon,11-12-2024,faisal,2,60000,2019,not joined,not interested
846,hidden,nadakkavu,hidden,hidden,social media,ug,computer science,no career issue,work experience,mern,offline,morning,04-06-2024,anupama,2,35000,2019,not joined,not impressed
